id,churn_true,p_churn,rank,decile,gender,customer_age,income_category,card_category,months_inactive_12_mon,total_trans_ct
712114458,0,0.3775552882549637,733,8,F,39,$40K - $60K,Blue,3,81
788386908,0,0.37737440733473926,734,8,F,29,Less than $40K,Blue,3,88
719022558,0,0.37736738979898027,735,8,F,44,Less than $40K,Blue,2,96
708928908,0,0.3767174986144547,736,8,M,51,$80K - $120K,Blue,4,84
816843933,0,0.3762650787598989,737,8,M,40,$120K +,Blue,3,77
709278258,1,0.3757593065824575,738,8,F,41,Less than $40K,Blue,3,71
708331758,0,0.3740510649264789,739,8,F,52,Unknown,Blue,4,36
788719533,0,0.37374117138884727,740,8,F,55,Less than $40K,Blue,3,75
771952683,0,0.3737000106228535,741,8,M,50,$80K - $120K,Blue,2,62
708838908,0,0.3732267016254525,742,8,F,43,Less than $40K,Blue,3,29
716378658,0,0.3730556411840565,743,8,F,46,$40K - $60K,Blue,3,92
715369008,0,0.37303111860609384,744,8,M,43,$120K +,Blue,3,76
771584658,0,0.36778665383685466,745,8,F,46,Unknown,Blue,3,36
718486608,0,0.3673081474460112,746,8,F,41,Unknown,Blue,3,51
718866633,0,0.36722453108748193,747,8,F,43,Unknown,Blue,3,73
710036508,0,0.3671530431737466,748,8,F,38,Less than $40K,Blue,1,76
789167658,0,0.366995200784589,749,8,M,47,$60K - $80K,Blue,3,71
738899658,1,0.3668510800627961,750,8,M,56,$80K - $120K,Blue,1,34
717585858,0,0.36605551785076446,751,8,F,56,Less than $40K,Blue,1,73
788874333,0,0.36423384392257835,752,8,F,65,Less than $40K,Blue,3,61
708902883,0,0.36061629497826087,753,8,F,42,$40K - $60K,Blue,1,76
812218908,1,0.3601744705820857,754,8,F,52,Unknown,Blue,1,38
718045008,1,0.35888768893514555,755,8,M,42,$40K - $60K,Blue,3,35
719658858,0,0.35711141436199517,756,8,F,60,$40K - $60K,Blue,4,12
711957708,0,0.3561088414224949,757,8,M,53,$60K - $80K,Blue,1,54
779340183,0,0.35583994704411276,758,8,F,54,Less than $40K,Blue,2,72
714426783,0,0.35514281884656707,759,8,F,50,Unknown,Blue,3,76
719170683,0,0.35384130246397516,760,8,F,45,Less than $40K,Blue,1,78
708473133,0,0.353294463288385,761,7,F,44,Less than $40K,Blue,2,87
794682483,0,0.35310381575548555,762,7,M,49,$80K - $120K,Blue,1,58
716549058,0,0.3524122609211794,763,7,F,60,Unknown,Blue,2,34
711017433,0,0.351830080703648,764,7,F,36,Unknown,Blue,1,67
718576908,0,0.351394509902658,765,7,M,53,$60K - $80K,Blue,2,40
720770883,0,0.35136220733310153,766,7,M,48,$80K - $120K,Blue,4,64
773297508,0,0.35126433123234896,767,7,F,45,Less than $40K,Blue,3,89
773383158,0,0.3493343827951466,768,7,F,57,Less than $40K,Blue,3,81
813213558,0,0.3487659691708121,769,7,F,57,Less than $40K,Blue,4,35
712835433,0,0.348165954659937,770,7,M,46,$120K +,Blue,2,87
710872233,0,0.34685387444920357,771,7,F,39,$40K - $60K,Blue,2,45
709453833,0,0.34496154206575785,772,7,F,54,Less than $40K,Blue,1,84
714286383,0,0.3438517733438423,773,7,F,38,$40K - $60K,Blue,2,41
720182658,0,0.34307501166903154,774,7,M,38,$60K - $80K,Blue,1,83
710202783,0,0.34288835340588314,775,7,M,44,$40K - $60K,Silver,1,78
720964683,0,0.3428070801103057,776,7,F,41,Less than $40K,Blue,2,94
779811183,0,0.34267673881479266,777,7,M,39,$60K - $80K,Blue,2,76
787595658,0,0.341331294289772,778,7,F,45,$40K - $60K,Blue,2,47
779016408,0,0.3401926290481787,779,7,M,39,$80K - $120K,Blue,3,32
809984133,0,0.3388522204080743,780,7,F,59,$40K - $60K,Blue,3,77
820587258,0,0.33657072853772874,781,7,M,38,$60K - $80K,Blue,3,33
716482533,0,0.3360736748206522,782,7,F,46,Less than $40K,Blue,2,56
718661958,0,0.3347853778273605,783,7,F,51,$40K - $60K,Blue,3,60
719781183,0,0.33471731110091196,784,7,M,56,$80K - $120K,Blue,3,82
719161683,0,0.3337707550028674,785,7,F,42,Less than $40K,Blue,2,55
816091608,0,0.3335901142842056,786,7,F,36,Unknown,Blue,2,67
720494058,0,0.33300317770988797,787,7,F,55,$40K - $60K,Blue,3,72
816312633,0,0.3324439977128512,788,7,F,47,Less than $40K,Blue,2,87
712378983,1,0.3310719070434969,789,7,F,42,Less than $40K,Blue,2,72
715958583,0,0.33105024044267184,790,7,F,41,Less than $40K,Blue,1,115
710387583,0,0.33090054265649915,791,7,F,40,$40K - $60K,Blue,3,26
715034358,0,0.33054865936944866,792,7,M,54,$60K - $80K,Blue,1,63
719019483,0,0.33050642609524344,793,7,F,43,Less than $40K,Blue,2,66
736145283,0,0.33011460701826567,794,7,F,64,$40K - $60K,Blue,2,35
718757808,0,0.3299722106542683,795,7,F,34,Less than $40K,Blue,1,79
712643358,0,0.3293385284708414,796,7,F,38,Less than $40K,Blue,3,103
779353083,0,0.3292209234224244,797,7,M,38,$40K - $60K,Blue,2,80
715215108,0,0.32834916216941085,798,7,F,60,Unknown,Blue,3,71
809976033,0,0.3280272512883291,799,7,M,47,Unknown,Silver,2,95
715328658,1,0.32694325500811516,800,7,M,44,$80K - $120K,Silver,1,116
719876808,0,0.3259926023542172,801,7,M,35,$80K - $120K,Blue,1,121
721374033,0,0.32578711575303493,802,7,M,51,$80K - $120K,Blue,2,89
710749458,0,0.3254280446394331,803,7,M,42,$80K - $120K,Blue,1,91
720904233,0,0.32462595363214064,804,7,F,51,Unknown,Blue,4,49
719739108,0,0.3238334332461448,805,7,F,41,Less than $40K,Blue,1,96
709220583,0,0.3229011458641823,806,7,F,54,Unknown,Blue,2,21
789481233,1,0.3223650399938876,807,7,F,42,Less than $40K,Blue,1,75
720539583,0,0.3222371578543932,808,7,M,48,Less than $40K,Silver,2,109
720648483,0,0.3216796087346668,809,7,M,49,$120K +,Blue,3,83
709379283,0,0.3196176356303469,810,7,F,58,$40K - $60K,Blue,2,27
720927183,0,0.31895551280326156,811,7,M,47,$80K - $120K,Silver,3,123
712411908,0,0.31760648770884087,812,7,F,33,Less than $40K,Blue,1,33
714358008,0,0.3168285773629881,813,7,M,40,$80K - $120K,Blue,3,27
814181433,0,0.316363143731914,814,7,F,40,Unknown,Blue,2,31
716277558,0,0.3160333105911611,815,7,F,49,Less than $40K,Blue,1,110
715533108,0,0.31576284348165085,816,7,F,45,$40K - $60K,Blue,2,100
716578158,0,0.31569924361249785,817,7,F,43,Unknown,Blue,3,73
717776808,0,0.31485429334900417,818,7,F,45,Less than $40K,Blue,2,60
798035358,0,0.3146516858019329,819,7,M,41,$120K +,Blue,2,35
771067308,0,0.3128562213916014,820,7,F,27,Less than $40K,Blue,1,40
818308533,0,0.31226645939791375,821,7,F,40,Less than $40K,Blue,3,77
708451233,0,0.31210481372858473,822,7,M,44,$80K - $120K,Blue,2,40
708705783,1,0.3120859779843822,823,7,M,45,$80K - $120K,Blue,2,58
716319258,0,0.31193750051507774,824,7,F,50,Less than $40K,Blue,2,83
716516208,0,0.31038842929513794,825,7,F,42,Less than $40K,Blue,2,80
718308558,0,0.3070684701153983,826,7,M,55,$60K - $80K,Blue,6,66
788259558,0,0.30700633688711615,827,7,F,38,Less than $40K,Blue,1,43
809797158,0,0.30692887999456997,828,7,F,37,$40K - $60K,Blue,1,81
825767658,0,0.30662042239187753,829,7,M,36,$120K +,Blue,2,59
710790258,0,0.3066155888521607,830,7,F,56,Less than $40K,Blue,3,79
712390683,0,0.3057897911098624,831,7,M,39,$80K - $120K,Blue,2,32
720264783,0,0.30519138049863626,832,7,F,47,Less than $40K,Silver,3,72
801715383,1,0.30441405805100685,833,7,M,40,$80K - $120K,Blue,2,66
708931908,0,0.3043729951141808,834,7,F,52,$40K - $60K,Blue,4,69
714787383,0,0.30426690970917636,835,7,F,63,Less than $40K,Blue,3,31
787475433,0,0.3040051951637125,836,7,M,53,$120K +,Blue,1,41
717389433,0,0.3036087872072436,837,7,M,47,$80K - $120K,Blue,3,83
712867983,0,0.30259671688213235,838,7,M,47,$40K - $60K,Blue,0,38
772207683,0,0.3024157818995962,839,7,F,48,Less than $40K,Blue,2,78
713550483,0,0.30013826663935583,840,7,M,46,$120K +,Blue,1,68
708911508,0,0.30012227435259853,841,7,F,38,Less than $40K,Blue,2,118
789983133,0,0.2999731096583711,842,7,F,34,Less than $40K,Blue,2,56
789197508,0,0.29804323372656844,843,7,F,32,Less than $40K,Blue,2,56
789469083,0,0.2979236430266547,844,7,F,42,Less than $40K,Blue,2,94
780201633,1,0.29766834496546574,845,7,F,50,Unknown,Blue,2,61
756065433,0,0.2974611226206463,846,7,F,55,Less than $40K,Blue,2,68
717234183,0,0.29657078123981107,847,7,M,61,$60K - $80K,Blue,1,50
718777008,0,0.2947171436983373,848,7,M,62,$40K - $60K,Silver,4,42
717016833,0,0.2940479061021514,849,7,M,49,$80K - $120K,Blue,2,84
708754833,0,0.29354740343415214,850,7,M,46,$60K - $80K,Blue,3,36
712340733,0,0.2929211496835409,851,7,M,53,$80K - $120K,Blue,1,78
716460933,0,0.29112982191105724,852,7,M,51,$80K - $120K,Blue,1,75
712291308,0,0.2905051315190281,853,7,F,65,Less than $40K,Blue,2,51
778837083,1,0.2904480151559129,854,7,F,53,Less than $40K,Blue,1,81
721212258,0,0.29026335634523853,855,7,M,54,$60K - $80K,Blue,1,75
709738008,0,0.2898048673066172,856,7,F,46,Unknown,Blue,3,77
795844983,0,0.2895527331793203,857,7,M,46,$60K - $80K,Blue,2,74
713320008,0,0.28939505765173745,858,7,M,50,$80K - $120K,Blue,2,40
709005633,1,0.28898837038709185,859,7,F,49,Less than $40K,Blue,2,78
717013383,0,0.2889474510453509,860,7,M,32,$60K - $80K,Blue,1,124
713094483,0,0.28858273138030766,861,7,F,51,$40K - $60K,Blue,2,32
720348933,0,0.2885725531094296,862,7,M,48,$60K - $80K,Gold,2,68
784719708,0,0.28767344012165136,863,7,F,33,$40K - $60K,Blue,3,71
710424408,0,0.28742519383786497,864,7,F,49,$40K - $60K,Blue,3,76
719117433,0,0.28716750818163184,865,7,F,41,Less than $40K,Blue,2,83
799486158,0,0.284717073180153,866,7,M,34,$60K - $80K,Blue,2,53
714573258,0,0.2844470508638077,867,7,F,47,$40K - $60K,Blue,3,47
715029333,0,0.2839740221046545,868,7,M,43,$120K +,Blue,1,38
797414733,0,0.2839275464678738,869,7,F,27,Less than $40K,Blue,1,44
708390633,0,0.28309076238060726,870,7,M,53,$60K - $80K,Blue,2,26
719061933,0,0.28296438763619725,871,7,M,50,$120K +,Silver,3,55
719452308,0,0.28261826241054666,872,7,M,46,$40K - $60K,Blue,2,107
709487058,0,0.2820996849237923,873,7,M,64,Less than $40K,Blue,4,32
794514108,0,0.28174126190049265,874,7,F,44,$40K - $60K,Blue,4,40
716948283,0,0.2813602977445578,875,7,M,37,$80K - $120K,Blue,4,15
720040158,0,0.28100278670789347,876,7,F,50,Unknown,Blue,3,76
714320358,0,0.2783460370278165,877,7,F,54,$40K - $60K,Blue,1,29
713723433,0,0.2778289071840732,878,7,M,52,$60K - $80K,Blue,3,69
719026383,0,0.2773411203852433,879,7,M,44,$120K +,Blue,2,58
794562783,0,0.276571089699172,880,7,M,55,$120K +,Blue,1,67
719538183,0,0.2765521691233125,881,7,F,34,$40K - $60K,Blue,2,68
714199983,0,0.2765508186345472,882,7,M,50,$60K - $80K,Blue,3,99
719514783,0,0.27550928873985076,883,7,F,54,Less than $40K,Blue,2,93
713151258,0,0.2749343782355861,884,7,F,60,Less than $40K,Blue,2,102
714862083,0,0.2748737785153951,885,7,F,51,Less than $40K,Blue,1,34
810220833,0,0.2744748855353452,886,7,M,41,$120K +,Blue,2,26
780126033,1,0.27414669508830386,887,7,F,51,Less than $40K,Blue,3,76
719517258,0,0.27374630707912734,888,7,M,39,$120K +,Blue,2,82
719242533,0,0.2734950123770854,889,7,F,39,$40K - $60K,Blue,1,33
717278808,0,0.2729803451189949,890,7,F,47,Less than $40K,Blue,6,81
772565883,0,0.2721291647744172,891,7,F,46,Less than $40K,Blue,3,49
711173058,0,0.27195019835977136,892,7,M,35,$40K - $60K,Blue,3,64
789530208,0,0.2718189044764035,893,7,M,55,$120K +,Blue,2,99
713639958,0,0.27083613783214355,894,7,M,45,$120K +,Blue,2,75
713325108,0,0.26969182267157243,895,7,M,44,$60K - $80K,Blue,2,90
712579983,0,0.26895348403385105,896,7,M,27,$60K - $80K,Blue,3,85
720863133,0,0.2689309461508091,897,7,M,41,$80K - $120K,Blue,2,71
714075708,0,0.2685248156054425,898,7,F,32,Less than $40K,Blue,1,39
708434733,0,0.2680827454548388,899,7,M,46,$80K - $120K,Blue,2,105
710702733,0,0.26793592248020776,900,7,M,56,$120K +,Blue,1,83
794124708,0,0.267612156915677,901,7,M,52,$80K - $120K,Blue,3,67
712027683,0,0.26715788648929034,902,7,M,47,$40K - $60K,Blue,2,78
789556533,0,0.2659325841191879,903,7,M,45,$80K - $120K,Blue,3,50
826168083,0,0.2651930680811708,904,7,M,38,$60K - $80K,Blue,1,76
715870758,0,0.2645547974117342,905,7,F,40,Less than $40K,Blue,1,41
711178383,0,0.26406667882870155,906,7,M,32,$40K - $60K,Blue,1,104
814593858,0,0.26297395322743194,907,7,M,50,$60K - $80K,Blue,2,64
712428333,0,0.26242799207825757,908,7,F,46,Unknown,Blue,2,74
756736008,0,0.26241899903622734,909,7,M,50,$80K - $120K,Blue,2,31
713133258,0,0.2615344819755194,910,7,F,42,Less than $40K,Blue,2,70
712644483,0,0.2612990814166965,911,7,F,52,Less than $40K,Blue,3,53
764496708,0,0.26104751727011605,912,7,M,37,$80K - $120K,Blue,3,82
708723858,0,0.26066518760659496,913,7,F,38,Less than $40K,Blue,3,41
720314583,0,0.26059581991145353,914,7,M,46,$80K - $120K,Blue,1,110
720924633,0,0.2605272598443152,915,7,M,35,$40K - $60K,Blue,3,72
718504983,0,0.25960009960094416,916,7,F,42,Less than $40K,Blue,2,66
711117108,0,0.2590848267090884,917,7,M,40,$60K - $80K,Blue,3,84
769463433,0,0.2587044933885198,918,7,F,58,Less than $40K,Blue,3,79
712214283,0,0.25844061126793244,919,7,M,50,$120K +,Silver,2,64
713352183,0,0.25811551223913076,920,7,F,58,$40K - $60K,Blue,3,84
712361583,0,0.2579233154094777,921,7,F,54,Less than $40K,Blue,3,35
710257683,0,0.2569056985124267,922,7,F,26,Unknown,Blue,3,57
787659483,0,0.25634251373505734,923,7,F,49,Less than $40K,Blue,1,74
716404383,1,0.2558450605482541,924,7,F,46,Less than $40K,Blue,1,100
713767383,0,0.2549189200369858,925,7,F,52,Less than $40K,Blue,3,69
717915783,1,0.2545282294486568,926,7,M,44,$40K - $60K,Blue,3,105
720413658,0,0.2544411484640471,927,7,F,42,Less than $40K,Silver,1,65
755273658,0,0.2540586374267338,928,7,M,55,$60K - $80K,Silver,2,62
708761733,0,0.25265260034759307,929,7,F,43,$40K - $60K,Blue,2,80
720236433,0,0.2516133044692184,930,7,F,45,Less than $40K,Blue,4,68
744483633,0,0.2515583302941772,931,7,M,42,$80K - $120K,Blue,2,63
720529308,1,0.25084335739885893,932,7,F,49,$40K - $60K,Blue,2,73
779241783,0,0.2503035312389713,933,7,M,48,$60K - $80K,Blue,3,50
718025808,0,0.2483779650891444,934,7,M,36,$40K - $60K,Blue,3,48
780095808,0,0.24807319903360633,935,7,M,56,$60K - $80K,Blue,3,38
708997833,0,0.2473248754867573,936,7,M,43,$120K +,Silver,2,45
708358683,0,0.24705277652091223,937,7,F,46,Less than $40K,Blue,3,72
710218233,0,0.2456630956044282,938,7,F,33,Less than $40K,Blue,3,123
716045508,0,0.24479856089379712,939,7,F,55,Less than $40K,Blue,2,41
714505683,0,0.24467196474636835,940,7,F,42,$40K - $60K,Blue,2,78
755212608,1,0.24450963177871357,941,7,F,55,Unknown,Blue,3,83
716497908,0,0.24419794565080577,942,7,F,30,Less than $40K,Blue,1,90
779701983,0,0.2441039943444955,943,7,F,63,Less than $40K,Blue,1,56
721349883,0,0.2436022983627969,944,7,F,64,Unknown,Blue,1,44
814086333,0,0.24353992491300533,945,7,F,44,Unknown,Blue,3,75
718490658,0,0.24330362871056024,946,7,F,62,Less than $40K,Blue,1,31
712521783,0,0.2431572155190797,947,7,M,45,$60K - $80K,Blue,5,51
713435058,0,0.2429634140631073,948,7,M,38,$80K - $120K,Blue,2,87
803963808,0,0.24147317442432262,949,7,M,56,$80K - $120K,Blue,3,82
708727983,0,0.24122143666693846,950,7,M,40,Less than $40K,Blue,3,57
754886958,0,0.24020085843500544,951,7,M,60,$80K - $120K,Blue,5,27
788641758,0,0.2399704015939999,952,7,F,54,Less than $40K,Blue,1,66
717513933,0,0.2390042360494444,953,7,F,45,Less than $40K,Blue,3,59
710763783,0,0.2389454196189525,954,7,F,44,Less than $40K,Blue,1,70
780203883,0,0.2387019723949374,955,7,F,48,Less than $40K,Blue,3,69
709625733,0,0.23759865712962694,956,7,F,47,Less than $40K,Blue,2,38
794675058,1,0.23738876739669948,957,7,F,38,Less than $40K,Blue,4,88
717623583,0,0.23652768206412897,958,7,F,35,Less than $40K,Blue,2,51
719294433,0,0.23597682850981208,959,7,M,60,Less than $40K,Blue,4,78
713656308,0,0.2356500636076061,960,7,F,46,Less than $40K,Blue,5,91
717755058,0,0.23555816205925015,961,7,F,27,Less than $40K,Blue,2,73
714035283,1,0.23535341930349868,962,7,M,44,$60K - $80K,Blue,6,89
749067633,0,0.2350523403769905,963,7,F,47,Unknown,Blue,3,46
780657708,0,0.23496161823293052,964,7,F,39,Less than $40K,Blue,3,64
720892833,0,0.2349050136504905,965,7,M,49,$80K - $120K,Blue,6,49
721163133,0,0.23473543553331247,966,7,F,55,Unknown,Blue,3,53
808747233,1,0.23403257450263704,967,7,F,39,Unknown,Blue,2,81
721486908,0,0.23350971253292363,968,7,F,63,Less than $40K,Blue,2,69
779198133,0,0.23344388409439584,969,7,F,33,Less than $40K,Blue,2,40
721290708,0,0.23334727045928974,970,7,M,50,$80K - $120K,Blue,1,69
780219483,0,0.23316958579893213,971,7,F,51,Less than $40K,Blue,3,49
721181883,0,0.2331413307941312,972,7,M,50,$120K +,Blue,2,73
771488583,0,0.23292001875567875,973,7,M,42,$80K - $120K,Blue,2,47
708829758,0,0.23242026510082714,974,7,M,54,$80K - $120K,Blue,2,65
711343233,0,0.23198710368182668,975,7,M,57,$120K +,Blue,4,89
714147858,0,0.2307099550909006,976,7,F,46,$40K - $60K,Blue,2,72
709952658,0,0.23064644626503353,977,7,F,41,Less than $40K,Blue,2,78
712902483,0,0.23062502273727056,978,7,F,41,Less than $40K,Blue,3,61
817245183,0,0.23044169004803589,979,7,M,50,$120K +,Blue,1,66
720639783,0,0.22842438390267794,980,7,M,56,$120K +,Blue,1,29
769751958,0,0.22799867227982515,981,7,F,45,$40K - $60K,Blue,1,84
714621183,0,0.22788577038755736,982,7,M,54,$80K - $120K,Blue,3,31
778853358,0,0.22770919115334234,983,7,F,47,Unknown,Silver,1,60
711762408,0,0.22700956649160264,984,7,F,52,Less than $40K,Blue,4,75
713600958,0,0.2264799091460735,985,7,F,52,Unknown,Blue,3,80
718451133,0,0.2258521789320568,986,7,F,39,$40K - $60K,Blue,2,112
712104333,0,0.22514201463882552,987,7,F,41,Unknown,Blue,1,65
709919283,0,0.2248910015821987,988,7,F,49,Less than $40K,Blue,2,85
710636208,0,0.22487878515901194,989,7,M,46,$80K - $120K,Blue,1,78
710927733,0,0.22298270657918481,990,7,M,41,$80K - $120K,Blue,3,24
711947358,0,0.22276159644716015,991,7,M,29,$40K - $60K,Blue,3,96
712681608,0,0.22255100794453134,992,7,F,49,Less than $40K,Blue,2,68
710603958,0,0.22177455391054465,993,7,M,38,$80K - $120K,Blue,2,78
719666283,0,0.22131785501338255,994,7,M,46,Less than $40K,Blue,3,54
716864733,0,0.22108279508546025,995,7,M,49,$80K - $120K,Blue,1,76
717866133,0,0.22016148185454132,996,7,F,54,Less than $40K,Blue,1,78
716645883,0,0.21977351993502953,997,7,F,47,Less than $40K,Blue,2,83
715241583,0,0.21975797234781622,998,7,F,43,Less than $40K,Blue,2,62
720513333,0,0.21949287910763238,999,7,F,59,Less than $40K,Blue,3,42
720662508,0,0.2193318197270322,1000,7,F,53,$40K - $60K,Blue,3,43
772437633,0,0.219177042916728,1001,7,M,56,$60K - $80K,Blue,3,105
710725383,0,0.21902783785108101,1002,7,F,46,Less than $40K,Blue,2,31
778511733,0,0.2186220000413018,1003,7,M,35,$80K - $120K,Blue,2,68
708652908,0,0.21799351380116141,1004,7,F,52,$40K - $60K,Blue,3,39
717171408,0,0.2166996630386294,1005,7,M,48,$40K - $60K,Blue,3,40
807161508,0,0.2160163527508922,1006,7,M,47,$60K - $80K,Blue,2,57
779608083,0,0.21558082818671973,1007,7,F,32,Less than $40K,Blue,3,42
713356833,0,0.21535241989479054,1008,7,F,36,Unknown,Blue,3,37
787514433,0,0.21454857569121394,1009,7,F,42,Unknown,Blue,1,87
714933783,0,0.2133666241044814,1010,7,M,55,$80K - $120K,Blue,1,91
718162908,0,0.2133116521247484,1011,7,M,62,$60K - $80K,Blue,1,54
815015283,0,0.2127895062753738,1012,7,M,34,$60K - $80K,Blue,2,50
778172583,0,0.21252668292303006,1013,7,M,43,$80K - $120K,Blue,3,43
768212583,0,0.21174572646289963,1014,6,M,54,$80K - $120K,Blue,6,61
809292483,0,0.21155738194674895,1015,6,M,42,$60K - $80K,Blue,2,75
774437583,0,0.21151950147753523,1016,6,M,31,Less than $40K,Blue,2,49
714011358,0,0.21119042469630048,1017,6,F,54,Less than $40K,Blue,3,68
716635758,0,0.21094278528125346,1018,6,M,49,$80K - $120K,Blue,3,76
710201058,0,0.21075641052045216,1019,6,F,50,Less than $40K,Blue,1,66
717661908,0,0.21005098230057792,1020,6,F,50,$40K - $60K,Blue,2,28
708158133,1,0.20988090670282786,1021,6,M,60,$60K - $80K,Blue,4,66
768728508,0,0.20937398437788013,1022,6,M,54,$80K - $120K,Blue,1,68
805282908,0,0.20914241336972994,1023,6,F,53,Less than $40K,Blue,1,22
715041333,0,0.20852971974508563,1024,6,M,37,$80K - $120K,Blue,1,55
708555633,0,0.20843779807870239,1025,6,M,40,$80K - $120K,Blue,2,45
789520533,0,0.20819974760348575,1026,6,F,49,$40K - $60K,Blue,3,80
821336133,0,0.20815693196258156,1027,6,M,53,$80K - $120K,Blue,3,53
753233733,0,0.20813230556399592,1028,6,F,50,Unknown,Blue,3,41
780064983,0,0.20745140707098308,1029,6,M,51,$80K - $120K,Blue,3,34
717856983,0,0.2072197208417405,1030,6,F,33,Less than $40K,Blue,3,67
779400183,0,0.20691365231991832,1031,6,F,53,$40K - $60K,Blue,3,109
716044383,0,0.20587570660033275,1032,6,M,65,$40K - $60K,Blue,0,63
710635083,0,0.20523434221930661,1033,6,F,58,Less than $40K,Blue,4,78
827631483,0,0.20442223898234518,1034,6,F,41,Unknown,Blue,1,78
720712533,0,0.2041863211561399,1035,6,M,51,$80K - $120K,Blue,1,20
713686008,0,0.2035671409012211,1036,6,M,33,$120K +,Blue,1,58
712164333,1,0.2034704873391777,1037,6,M,46,$40K - $60K,Blue,2,107
801728658,0,0.20317038404741314,1038,6,M,57,$60K - $80K,Blue,4,44
719445633,0,0.20299425516685796,1039,6,F,50,Unknown,Blue,2,60
717678408,0,0.20287930790065103,1040,6,F,52,Less than $40K,Blue,2,62
717060858,1,0.20287426182165988,1041,6,M,53,$80K - $120K,Blue,2,76
809825358,0,0.20274849002020393,1042,6,F,50,Less than $40K,Blue,2,82
789022233,0,0.20274669063216283,1043,6,M,44,$80K - $120K,Blue,1,69
719385558,0,0.20129575617170717,1044,6,F,40,Less than $40K,Blue,3,87
789180933,0,0.20085868146824845,1045,6,F,45,Unknown,Blue,2,57
781073733,0,0.20079670774993508,1046,6,F,43,Less than $40K,Blue,3,101
719964933,0,0.200131679720053,1047,6,M,45,$40K - $60K,Blue,3,68
714168183,0,0.1990127856480715,1048,6,F,50,Unknown,Blue,4,44
751518633,1,0.19891402286522636,1049,6,F,33,Less than $40K,Blue,3,69
713630733,0,0.1988527794704444,1050,6,M,37,$80K - $120K,Blue,1,59
717965808,0,0.19849567042902558,1051,6,M,56,$60K - $80K,Blue,4,78
717390408,1,0.19784072801735647,1052,6,F,50,Less than $40K,Blue,3,75
719845908,0,0.19750355451599752,1053,6,F,43,Less than $40K,Blue,2,49
708790833,0,0.19743587525394424,1054,6,F,54,Unknown,Blue,2,45
789396783,0,0.19626031511463896,1055,6,M,39,$60K - $80K,Blue,3,20
719806233,0,0.19617358213082176,1056,6,M,47,$80K - $120K,Blue,3,65
754671558,0,0.19609035178226325,1057,6,F,35,Less than $40K,Blue,3,51
716930133,0,0.19567071974408737,1058,6,M,43,$60K - $80K,Blue,3,19
713061558,0,0.19552382388580478,1059,6,F,38,Less than $40K,Blue,3,37
770647233,0,0.1950594772390116,1060,6,M,42,$60K - $80K,Blue,1,79
708160008,0,0.19500462504466642,1061,6,M,50,$120K +,Blue,5,65
709679658,0,0.19429851993266628,1062,6,F,40,Less than $40K,Blue,1,80
773146383,0,0.19406913659281605,1063,6,M,33,$60K - $80K,Blue,3,37
713809833,0,0.19398681344606622,1064,6,M,26,$40K - $60K,Blue,2,46
714390858,0,0.1934343946426681,1065,6,F,43,Less than $40K,Blue,1,90
714304458,0,0.19233324934146798,1066,6,M,46,$80K - $120K,Silver,3,40
716768808,0,0.19212149490080188,1067,6,F,55,Unknown,Blue,3,54
778231983,0,0.1919534334906552,1068,6,M,41,$40K - $60K,Blue,3,83
772712658,0,0.19028081797332316,1069,6,F,48,Unknown,Blue,2,34
708404883,0,0.1901133045155413,1070,6,F,35,Less than $40K,Silver,2,71
789218433,0,0.18991844019698267,1071,6,M,50,$40K - $60K,Blue,1,56
743912958,0,0.18964455174252748,1072,6,F,54,Less than $40K,Blue,5,35
718252533,1,0.18961340306142224,1073,6,M,51,$80K - $120K,Blue,3,99
715808808,0,0.18926132319640884,1074,6,F,37,Less than $40K,Blue,2,51
720075558,0,0.18837353866338555,1075,6,F,55,Less than $40K,Blue,1,29
711594858,0,0.18758283033267967,1076,6,F,49,Less than $40K,Blue,1,67
810856833,0,0.18745181710957995,1077,6,F,45,Unknown,Blue,4,64
715921758,0,0.1869139946584237,1078,6,M,42,$40K - $60K,Blue,1,80
783542133,0,0.18675511491926217,1079,6,M,47,$60K - $80K,Blue,2,75
710810883,0,0.1866673718766915,1080,6,F,43,Less than $40K,Blue,3,87
769892058,0,0.18664315204009838,1081,6,M,47,Less than $40K,Blue,2,56
713700258,0,0.18655389094251432,1082,6,F,52,Less than $40K,Blue,1,121
781013958,0,0.18612823400502357,1083,6,F,43,Less than $40K,Blue,2,84
780529908,0,0.1858182712646039,1084,6,M,46,$60K - $80K,Blue,3,81
717656433,0,0.18581627067726003,1085,6,M,42,$60K - $80K,Blue,3,80
758211483,0,0.1854986744123218,1086,6,F,47,Less than $40K,Blue,3,63
772776033,0,0.1852622714336676,1087,6,M,35,$80K - $120K,Blue,2,46
717682233,0,0.1837908698709703,1088,6,M,40,$60K - $80K,Blue,2,100
799825758,0,0.18324962857896343,1089,6,F,39,Less than $40K,Blue,3,44
794496033,0,0.18178500430499678,1090,6,F,48,$40K - $60K,Blue,3,76
712532058,0,0.18154168356018224,1091,6,M,54,$120K +,Blue,2,60
771903033,0,0.18125872693955514,1092,6,F,59,Unknown,Blue,3,20
714005508,0,0.18116121738528526,1093,6,M,55,$80K - $120K,Blue,2,48
714243408,0,0.18087174510303303,1094,6,M,51,$80K - $120K,Blue,2,83
714673833,0,0.18043510438916602,1095,6,F,56,Less than $40K,Blue,3,72
